"SKU","ean","image01","Product Title DK","Product Colour DK","Danish Short Description","Danish Long description HTML","Categories DK","Product Title SE","Product Colour SE","Swedish Short Description","Swedish Long description HTML","Categories SE","Brand","SPEC. PRICES DKK PRIS30","Price Per Unit DKK EX VAT","Price Per Unit DKK INCL 25% VAT","Sales Unit Per Retail box","Product Height CM","Product  Width CM","Product Depth CM","Product Net weight KG","Sales box Gross weight KG","Sales box Height MM","Sales box Width MM","Sales box Depth MM","ENERGY STAR Rating","ENERGY STAR LABEL EU","ENERGY STAR LABEL UK","IP class index","Light source","Dimmable","CRI Ra index","Lumen","Kelvin","Product SOCKET","Product VOLT","Product WATT","HS Code","Country of origin","Categories","image02","image03","image04","image05","image06","image07","image08","image09","iamge10","image11","image12","image13","image14","image15","image16","image17","image18","image19"
"7532-750","7318307532753","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6d/c8/5f/62/625fc86db4ad8cbf7caffc5a/7532-750.I.1.0.jpg","Bologna lanterne E27","Sort","Bologna lanterne E27","Bologna lanterne E27 230V transparent glas, sort","Udendørslamper","Bologna golvlykta E27","Svart","Bologna golvlykta E27","Bologna golvlykta E27 230V transparent glas, svart","Utebelysning","Konstsmide",613,1093.60,1367.00,3,45.50,20.00,20.00,2.90,3.67,470.00,220.00,220.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 40W",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6d/c8/5f/62/625fc86db4ad8cbf7caffc5a/7532-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b4/9f/66/62/62669fb4ca2a16fd0a777e55/7532-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6e/bd/66/62/6266bd6eca2a16fd0a778035/7532-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6f/bd/66/62/6266bd6ff710ffb0c31abf59/7532-750.P.1.0.jpg",,,,,,,,,,,,,,
"7530-750","7318307530759","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/c8/5f/62/625fc86ab4ad8cbf7caffc57/7530-750.I.1.0.jpg","Bologna lanterne LED 7W 230V","Sort","Bologna lanterne LED 7W 230V","Bologna lanterne LED sort 7W 230V","Udendørslamper","Bologna golvlykta LED 7W 230V","Svart","Bologna golvlykta LED 7W 230V","Bologna golvlykta LED svart 7W 230V","Utebelysning","Konstsmide",706,1261.60,1577.00,3,45.50,20.00,20.00,2.90,3.67,470.00,220.00,220.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f2/28/60/62/626028f2f35177c342dde47c/7530-750.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f6/28/60/62/626028f69b97dfdd099d0ec3/7530-750EE.e.1.0.pdf","IP44","LED","No","-","290","3000","HPLED","230-240V","7W",9405423900,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/c8/5f/62/625fc86ab4ad8cbf7caffc57/7530-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a6/9f/66/62/62669fa6f719341a7b43e5c2/7530-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/69/bd/66/62/6266bd69a029622018e2c855/7530-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6c/bd/66/62/6266bd6c89b95f4e204d1619/7530-750.P.1.0.jpg",,,,,,,,,,,,,,
"7533-750","7318307533750","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/64/5d/61/62/62615d64ca2a16fd0a7748b7/7533-750.I.1.0.jpg","Bolonga lanterne S sort E27","Sort","Bolonga lanterne S sort E27","Bologna lanterne small sort E27 230V 5m kabel m kontakt","Udendørslamper","Bolonga golvlykta S svart E27","Svart","Bolonga golvlykta S svart E27","Bologna golvlykta small svart E27 230V 5m kabel m kontakt","Utebelysning","Konstsmide",454,811.20,1014.00,4,33.00,14.00,14.00,1.90,2.92,350.00,180.00,160.00,"-",,,"IP44","Excl","LightSource","-","-","-","E27","230-240V","Max 40W (Max 4W LED)",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/71/5d/61/62/62615d71ca2a16fd0a7748c2/7533-750.S.4.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/66/5d/61/62/62615d66a029622018e27a71/7533-750.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/69/5d/61/62/62615d69ca2a16fd0a7748b9/7533-750.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6b/5d/61/62/62615d6b1e1074154554884b/7533-750.S.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/74/5d/61/62/62615d74a029622018e27a7b/7533-750.S.5.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6e/5d/61/62/62615d6e89b95f4e204cbee2/7533-750.S.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/64/5d/61/62/62615d64ca2a16fd0a7748b7/7533-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b4/9f/66/62/62669fb489b95f4e204d1201/7533-750.B.1.0.jpg",,,,,,,,,,
"7214-250","7318307214253","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c7/5f/62/625fc7dbb4ad8cbf7caffc06/7214-250.I.1.0.jpg","Firenze lavmurslampe inkl. stolpe","Hvid","Firenze lavmurslampe inkl. stolpe","Firenze lavmurslampe E27 hvid inkl. stolpe","Udendørslamper","Firenze grindlykta ink stolpe","Vit","Firenze grindlykta ink stolpe","Firenze grindstolpslykta E27 vit ink stolpe","Utebelysning","Konstsmide",185,330.40,413.00,6,55.00,23.50,23.50,1.65,2.58,430.00,250.00,230.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/db/c7/5f/62/625fc7dbb4ad8cbf7caffc06/7214-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/13/d1/66/62/6266d113ca2a16fd0a77813c/7214-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/15/d1/66/62/6266d115a029622018e2c9cd/7214-250.P.1.0.jpg",,,,,,,,,,,,,,,
"7214-600","7318307214604","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/dc/c7/5f/62/625fc7dcb4ad8cbf7caffc09/7214-600.I.1.0.jpg","Firenze lavmurslampe inkl. stolpe","Grøn","Firenze lavmurslampe inkl. stolpe","Firenze lavmurslampe E27 grøn  inkl. stolpe","Udendørslamper","Firenze grindlykta ink stolpe","Grön","Firenze grindlykta ink stolpe","Firenze grindstolpslykta E27 grön ink stolpe","Utebelysning","Konstsmide",185,330.40,413.00,6,55.00,23.50,23.50,1.65,2.58,430.00,250.00,230.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"CN","LAVMURSLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/dc/c7/5f/62/625fc7dcb4ad8cbf7caffc09/7214-600.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/15/d1/66/62/6266d115f710ffb0c31ac0f3/7214-600.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/17/d1/66/62/6266d117ca2a16fd0a77813e/7214-600.P.1.0.jpg",,,,,,,,,,,,,,,
"7212-750","7318307212754","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d5/c7/5f/62/625fc7d5b13d56f91d62d6c8/7212-750.I.1.0.jpg","Firenze væglampe ned E27","Sort","Firenze væglampe ned E27","Firenze væglampe ned E27 sort","Udendørslamper","Firenze vägglykta ned E27","Svart","Firenze vägglykta ned E27","Firenze vägglykta ned E27 svart","Utebelysning","Konstsmide",185,330.40,413.00,6,45.00,30.00,23.50,1.75,2.76,365.00,300.00,230.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 100W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d5/c7/5f/62/625fc7d5b13d56f91d62d6c8/7212-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/07/d1/66/62/6266d10789b95f4e204d179c/7212-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/09/d1/66/62/6266d1091e1074154554c3a6/7212-750.P.1.0.jpg",,,,,,,,,,,,,,,
"7231-750","7318307231755","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fa/c7/5f/62/625fc7fa9b97dfdd099d04a1/7231-750.I.1.0.jpg","Firenze væglampe ned E27","Sort","Firenze væglampe ned E27","Firenze væglampe ned E27 sort","Udendørslamper","Firenze vägglykta ned E27","Svart","Firenze vägglykta ned E27","Firenze vägglykta ned E27 svart","Utebelysning","Konstsmide",123,218.40,273.00,6,39.00,24.00,22.00,1.10,1.89,220.00,245.00,215.00,"-",,,"IP43","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/fa/c7/5f/62/625fc7fa9b97dfdd099d04a1/7231-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/43/d1/66/62/6266d143ca2a16fd0a778144/7231-750.P.1.0.jpg",,,,,,,,,,,,,,,,
"7985-250","7318307985252","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/45/c3/5f/62/625fc345328f042f10d7a3d2/7985-250.I.1.0.jpg","Carrara væglampe rund LED","Hvid","Carrara væglampe rund LED","Carrara væglampe rund 25W LED dæmpbar/farveregulering med fjernbetjening (medfølger)","Udendørslamper","Carrara vägglykta rund LED","Vit","Carrara vägglykta rund LED","Carrara vägglykta rund  25W LED dim/färgjusterb m fjärr","Utebelysning","Konstsmide",819,1462.40,1828.00,6,27.00,3.50,27.00,1.15,1.42,280.00,285.00,80.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/f9/2a/60/62/62602af9f35177c342dde4c2/7985-250.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/fa/2a/60/62/62602afaf35177c342dde4c3/7985-250EE.e.1.0.pdf","IP54","LED","Yes","-","130-2000","3000-5000","HPLED","230-240V","25W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/45/c3/5f/62/625fc345328f042f10d7a3d2/7985-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6a/a4/66/62/6266a46a89b95f4e204d131a/7985-250.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e5/c2/66/62/6266c2e5f710ffb0c31abf98/7985-250.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/22/c3/66/62/6266c3221e1074154554c2c9/7985-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/3b/c1/66/62/6266c13bf719341a7b43e85a/7985-250.P.4.0.jpg",,,,,,,,,,,,,
"7986-250","7318307986259","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/46/c3/5f/62/625fc346b4ad8cbf7caff9fb/7986-250.I.1.0.jpg","Carrara væglampe square LED","Hvid","Carrara væglampe square LED","Carrara væglampe square 25W LED dæmpbar/farveregulering med fjernbetjening (medfølger)","Udendørslamper","Carrara vägglykta square LED","Vit","Carrara vägglykta square LED","Carrara vägglykta square LED 25W dim/färgjusterbar fjärrkont","Utebelysning","Konstsmide",819,1462.40,1828.00,6,27.00,3.50,27.00,1.40,1.75,280.00,285.00,80.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/fa/2a/60/62/62602afab13d56f91d62e25a/7986-250.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/fc/2a/60/62/62602afcf35177c342dde4c4/7986-250EE.e.1.0.pdf","IP54","LED","Yes","-","130-2000","3000-5000","HPLED","230-240V","25W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/46/c3/5f/62/625fc346b4ad8cbf7caff9fb/7986-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6e/a4/66/62/6266a46e1e1074154554c10e/7986-250.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/51/c1/66/62/6266c151ca2a16fd0a778056/7986-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/63/c1/66/62/6266c16389b95f4e204d1643/7986-250.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/6f/c1/66/62/6266c16f89b95f4e204d1644/7986-250.P.2.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/77/c1/66/62/6266c177a029622018e2c87b/7986-250.P.3.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/7d/c1/66/62/6266c17d89b95f4e204d1645/7986-250.P.4.0.jpg",,,,,,,,,,,
"480-600","7318304806000","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9e/c3/5f/62/625fc39e328f042f10d7a3e7/480-600.I.1.0.jpg","Cassiopeia væglampe E27 grøn","Grøn","Cassiopeia væglampe E27 grøn","Cassiopeia væglampe E27 grøn","Udendørslamper","Cassiopeia vägglykta E27 grön","Grön","Cassiopeia vägglykta E27 grön","Cassiopeia vägglykta E27 grön","Utebelysning","Konstsmide",533,952.80,1191.00,1,43.00,20.00,16.00,1.45,1.95,255.00,310.00,260.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9e/c3/5f/62/625fc39e328f042f10d7a3e7/480-600.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/83/c1/66/62/6266c183f710ffb0c31abf7a/480-600.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/84/c1/66/62/6266c184a029622018e2c881/480-600.P.1.0.jpg",,,,,,,,,,,,,,,
"480-250","7318304802507","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9e/c3/5f/62/625fc39e90bbc66c5ab49828/480-250.I.1.0.jpg","Cassiopeia væglampe E27 hvid","Hvid","Cassiopeia væglampe E27 hvid","Cassiopeia væglampe E27 hvid","Udendørslamper","Cassiopeia vägglykta E27 vit","Vit","Cassiopeia vägglykta E27 vit","Cassiopeia vägglykta E27 vit","Utebelysning","Konstsmide",533,952.80,1191.00,1,43.00,20.00,16.00,1.45,1.95,255.00,310.00,260.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/9e/c3/5f/62/625fc39e90bbc66c5ab49828/480-250.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/81/c1/66/62/6266c181a029622018e2c87f/480-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/82/c1/66/62/6266c1821e1074154554c2ad/480-250.P.1.0.jpg",,,,,,,,,,,,,,,
"533-320","7318305333208","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/c3/5f/62/625fc3c7f35177c342dddae6/533-320.I.1.0.jpg","Castor vægplafond E27 galvaniseret","Varmgalvaniseret","Castor vægplafond E27 galvaniseret","Castor vægplafond E27 galvaniseret","Udendørslamper","Castor väggplafond E27 galv","Varmförzinkad","Castor väggplafond E27 galv","Castor väggplafond E27 galvaniserad","Utebelysning","Konstsmide",389,695.20,869.00,1,30.00,11.00,33.00,1.25,1.50,115.00,340.00,300.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c7/c3/5f/62/625fc3c7f35177c342dddae6/533-320.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/8f/c1/66/62/6266c18f89b95f4e204d1649/533-320.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a5/c1/66/62/6266c1a5f710ffb0c31abf7d/533-320.P.1.0.jpg",,,,,,,,,,,,,,,
"533-750","7318305337503","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c8/c3/5f/62/625fc3c8328f042f10d7a3f6/533-750.I.1.0.jpg","Castor vægplafond E27 sort","Sort","Castor vægplafond E27 sort","Castor vægplafond E27 sort","Udendørslamper","Castor väggplafond E27 svart","Svart","Castor väggplafond E27 svart","Castor väggplafond E27 svart","Utebelysning","Konstsmide",312,556.00,695.00,1,30.00,11.00,33.00,1.00,1.30,115.00,340.00,300.00,"-",,,"IP23","Excl","LightSource","-","-","-","E27","230-240V","Max 60W",9405499000,"HU","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/c8/c3/5f/62/625fc3c8328f042f10d7a3f6/533-750.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/a6/c1/66/62/6266c1a6a029622018e2c885/533-750.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b6/c1/66/62/6266c1b6f710ffb0c31abf7e/533-750.P.1.0.jpg",,,,,,,,,,,,,,,
"7853-250","7318307853254","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/06/6a/61/62/62616a061e107415455489c8/7853-250.P.1.0.jpg","Chieri væglampe 8W LED hvid","Hvid","Chieri væglampe 8W LED hvid","Chieri væglampe 8W LED hvid","Udendørslamper","Chieri vägglykta 8W LED vit","Vit","Chieri vägglykta 8W LED vit","Chieri vägglykta 8W LED vit","Utebelysning","Konstsmide",355,633.60,792.00,6,9.50,4.00,18.50,0.70,0.83,215.00,110.00,60.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/9b/29/60/62/6260299bb13d56f91d62e211/7853-250.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/9f/29/60/62/6260299fb13d56f91d62e212/7853-250EE.e.1.0.pdf","IP54","LED","No","-","400","3000","HPLED","230V","1,2W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/06/6a/61/62/62616a061e107415455489c8/7853-250.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/03/6a/61/62/62616a0389b95f4e204cc0c2/7853-250.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/09/6a/61/62/62616a091e107415455489c9/7853-250.S.1.0.jpg",,,,,,,,,,,,,,,
"7853-370","7318307853377","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b1/c8/5f/62/625fc8b1b4ad8cbf7caffc72/7853-370.I.1.0.jpg","Chieri væglampe 8W LED antracit grå","Antracit grå","Chieri væglampe 8W LED antracit grå","Chieri væglampe 8W LED antracit grå","Udendørslamper","Chieri vägglykta 8W LED mgrå","Antracitgrå","Chieri vägglykta 8W LED mgrå","Chieri vägglykta 8W LED mörkgrå","Utebelysning","Konstsmide",355,633.60,792.00,6,9.50,4.00,18.50,0.70,0.83,215.00,110.00,60.00,"G","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a1/29/60/62/626029a1b13d56f91d62e213/7853-370.e.1.0.pdf","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/a5/29/60/62/626029a59b97dfdd099d0edf/7853-370EE.e.1.0.pdf","IP54","LED","No","-","400","3000","HPLED","230V","1,2W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/10/6a/61/62/62616a10a029622018e27c4e/7853-370.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0a/6a/61/62/62616a0aca2a16fd0a774a48/7853-370.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/0c/6a/61/62/62616a0ca029622018e27c4d/7853-370.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/b1/c8/5f/62/625fc8b1b4ad8cbf7caffc72/7853-370.I.1.0.jpg",,,,,,,,,,,,,,
"7891-800","7318307891805","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d1/c8/5f/62/625fc8d1b4ad8cbf7caffc83/7891-800.I.1.0.jpg","Chieri væglampe messing  LED","Messing","Chieri væglampe messing  LED","Chieri væglampe messing  2x2 W LED","Udendørslamper","Chieri vägglykta mässing LED","Mässing","Chieri vägglykta mässing LED","Chieri vägglykta mässning 2x2 W LED","Utebelysning","Konstsmide",928,1656.00,2070.00,12,11.00,6.00,11.00,1.85,2.00,115.00,115.00,90.00,"F","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/texts/11/2a/60/62/62602a11b4ad8cbf7cb00a07/7891-800.e.1.0.pdf",,"IP54","LED","No","-","400","3000","HPLED","230V","1W",9405423900,"CN","VÆGLAMPER","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/d1/c8/5f/62/625fc8d1b4ad8cbf7caffc83/7891-800.I.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/e6/c9/66/62/6266c9e6f719341a7b43e8fa/7891-800.B.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/eb/c9/66/62/6266c9eba029622018e2c931/7891-800.P.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/ef/c9/66/62/6266c9eff719341a7b43e8fc/7891-800.S.1.0.jpg","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/f0/88/02/62/620288f0739b2fa543734093/images/f5/c9/66/62/6266c9f5f710ffb0c31ac061/7891-800.S.2.0.jpg",,,,,,,,,,,,,
